Keyword,index,org,edu,com,else,keyword in entry,tutorial,wiki,introduction,course,class,lecture,video,graph,diagram,entry length,keyword_count,content_length,content_diagram,content_example,content_formula,content_graph,content_code,content_video,content_book,label
neural network ,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,325,9,9236,0,7,0,1,5,0,0,0
travelling salesman problem ,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,403,4,35822,0,8,12,30,0,0,2,2
travelling salesman problem ,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1240,0,6045,0,0,0,0,0,0,0,0
travelling salesman problem ,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,335,0,3602,0,1,0,3,1,0,0,0
travelling salesman problem ,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,13338,0,2,0,4,0,0,1,1
travelling salesman problem ,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,345,0,3616,0,0,0,1,0,0,0,0
travelling salesman problem ,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1211,0,11805,0,2,1,4,0,0,0,1
travelling salesman problem ,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,328,0,5139,0,1,0,3,0,0,0,0
travelling salesman problem ,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,324,0,2092,0,0,0,3,0,0,0,0
travelling salesman problem ,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,316,0,751,0,1,0,2,0,0,0,0
travelling salesman problem ,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,331,4,5236,0,2,0,0,0,0,0,0
k-means clustering ,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,420,6,25424,0,12,1,2,4,0,1,2
k-means clustering ,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,503,10,21009,1,7,0,1,6,0,2,1
k-means clustering ,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,673,0,4189,0,2,0,0,10,0,0,0
k-means clustering ,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0,7355,0,0,0,0,3,0,2,0
k-means clustering ,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,318,1,11608,0,8,0,1,3,0,3,1
k-means clustering ,6,0,0,0,1,0,1,0,1,0,0,0,0,0,0,535,3,13908,0,1,0,1,2,0,0,1
k-means clustering ,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,298,0,0,0,0,0,0,0,0,0,0
k-means clustering ,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,616,24,31203,0,14,0,0,26,2,3,2
k-means clustering ,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,524,1,29092,0,16,1,0,27,0,0,2
k-means clustering ,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,328,1,10012,1,0,2,4,13,0,0,1
quantum algorithm ,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,371,8,16690,0,1,6,4,0,0,0,1
quantum algorithm ,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,302,4,2434,0,2,0,0,0,0,0,0
quantum algorithm ,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,865,0,0,0,0,0,0,1,0
quantum algorithm ,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,323,19,109654,0,32,5,9,98,0,5,2
quantum algorithm ,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,618,23,56931,0,12,13,20,3,0,0,2
quantum algorithm ,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,600,1,655,0,0,0,0,0,0,0,0
quantum algorithm ,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,288,0,1604,0,1,0,0,0,0,0,0
quantum algorithm ,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0
quantum algorithm ,9,1,0,1,0,0,0,0,0,0,0,0,1,0,0,313,0,0,0,0,0,0,0,0,0,0
quantum algorithm ,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,326,0,102,0,0,0,0,0,0,0,0
gradient descent ,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,854,15,18182,0,5,2,1,0,0,0,1
gradient descent ,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,336,23,9532,0,7,1,1,0,0,0,0
gradient descent ,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,332,2,2865,0,0,0,2,0,0,0,0
gradient descent ,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,875,16,44186,0,11,0,2,3,1,0,1
gradient descent ,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,679,3,9465,0,5,4,5,1,2,0,0
gradient descent ,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,336,11,5546,0,4,2,0,0,0,0,0
gradient descent ,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,319,0,0,0,0,0,0,0,0,0,0
convex optimization,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,672,0,0,0,0,0,0,0,0,0,0
convex optimization,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,339,15,8949,0,1,2,0,0,0,0,0
convex optimization,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,311,0,0,0,0,0,0,0,0,0,0
convex optimization,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,311,4,4679,0,1,0,3,0,0,0,0
convex optimization,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,295,4,3926,0,0,0,1,0,0,3,0
convex optimization,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,327,0,523,0,0,0,0,1,0,0,0
convex optimization,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,316,0,0,0,0,0,0,0,0,0,0
convex optimization,8,0,0,1,0,0,0,0,0,1,0,1,0,0,0,308,0,0,0,0,0,0,0,0,0,0
statistical classification,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,308,0,2624,0,1,0,0,0,0,0,0
statistical classification,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,852,1,8262,0,3,0,0,0,0,0,0
statistical classification,3,0,0,0,1,1,0,0,0,0,1,0,0,0,1,298,0,0,0,0,0,0,0,0,0,0
statistical classification,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,317,12,38693,0,12,0,6,1,0,5,1
statistical classification,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1138,3,1927,0,0,0,1,0,0,0,0
computational complexity ,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,364,2,16498,0,5,1,3,1,0,1,1
computational complexity ,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,336,19,170794,0,22,98,24,5,0,4,2
computational complexity ,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,320,0,1879,0,1,0,1,1,0,0,0
computational complexity ,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,337,0,40678,0,2,2,6,14,0,1,1
computational complexity ,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,308,0,0,0,0,0,0,0,0,0,0
computational complexity ,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,619,5,2740,0,0,0,0,0,0,0,0
computational complexity ,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,835,3,16633,0,10,1,9,7,0,4,1
computational complexity ,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,283,0,2114,0,0,0,1,0,0,0,0
computational complexity ,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,322,0,12561,0,5,0,3,6,0,0,1
computational complexity ,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,324,0,253,0,0,0,0,0,0,0,0
apache spark ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,764,0,410,0,0,0,0,0,0,0,0
apache spark ,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,880,0,1173,0,0,0,0,0,0,0,0
apache spark ,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,328,0,9549,0,1,0,7,2,0,0,0
apache spark ,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,302,0,13410,0,2,0,8,9,0,2,1
apache spark ,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,284,0,4272,0,0,0,3,0,0,1,0
apache spark ,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,323,0,12800,0,0,0,6,5,0,0,1
apache spark ,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,286,0,3530,0,0,0,0,1,0,0,0
apache spark ,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,871,0,2968,0,9,0,2,0,0,0,0
apache spark ,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1215,0,26607,0,6,0,3,7,0,6,1
apache spark ,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,335,0,29924,0,9,1,21,2,0,0,1
low-density parity-check code ,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,953,0,15468,0,10,0,13,142,0,0,2
low-density parity-check code ,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,339,0,311,0,0,0,0,0,0,0,0
low-density parity-check code ,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,322,0,2588,0,1,0,4,17,0,0,0
low-density parity-check code ,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1290,0,0,0,0,0,0,0,0,0,0
low-density parity-check code ,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,302,0,41,0,0,0,0,0,0,0,0
low-density parity-check code ,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,594,0,95,0,0,0,0,1,0,0,0
low-density parity-check code ,7,0,1,1,0,0,0,0,1,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0
low-density parity-check code ,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,339,0,3786,0,0,0,2,8,4,0,0
low-density parity-check code ,9,0,1,0,0,0,1,0,0,0,0,0,0,1,0,328,0,521,0,0,0,0,0,0,0,0
low-density parity-check code ,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,728,0,0,0,0,0,0,0,0
feature learning ,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,378,8,12862,0,3,1,1,9,1,0,1
feature learning ,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,835,0,2472,0,0,0,0,0,0,0,0
feature learning ,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,528,0,50,0,0,0,0,0,0,0,0
feature learning ,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,338,4,8083,0,15,0,0,0,0,0,0
feature learning ,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,274,3,2762,0,0,0,0,0,0,1,0
feature learning ,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,368,0,1658,0,0,0,0,0,0,0,0
feature learning ,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,274,1,63401,1,11,0,4,39,1,14,2
feature learning ,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,533,0,728,0,0,0,0,0,0,0,0
feature learning ,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,672,1,4749,0,4,0,0,7,0,0,0
feature learning ,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,903,2,1668,0,1,0,0,0,0,0,0
object detection ,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,278,32,13588,0,4,0,0,9,7,1,1
object detection ,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,315,17,34871,0,9,0,3,12,5,8,2
object detection ,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,377,3,1842,0,3,0,0,0,4,0,0
object detection ,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,395,1,7632,0,3,0,0,2,0,0,0
object detection ,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,961,0,836,0,0,0,3,0,0,0,0
object detection ,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,346,15,8732,0,1,0,0,10,0,2,0
object detection ,7,1,0,0,0,1,0,0,0,0,0,0,1,0,0,392,5,7894,0,18,0,0,4,1,0,0
object detection ,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,349,0,0,0,0,0,0,0,0,0,0
object detection ,9,0,0,1,0,1,1,0,0,0,1,0,0,0,0,863,70,152058,0,56,0,2,91,34,27,2
object detection ,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,224,0,6135,0,0,0,0,3,0,0,0
dimensionality reduction ,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,397,6,8978,0,2,0,1,3,1,0,0
dimensionality reduction ,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,664,14,13131,0,5,0,0,17,0,4,1
dimensionality reduction ,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,970,7,6374,0,3,0,0,3,0,0,0
dimensionality reduction ,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,737,11,22528,0,4,0,4,2,0,0,1
dimensionality reduction ,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,336,3,3686,0,1,0,0,1,0,0,0
dimensionality reduction ,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,652,9,72361,0,12,1,7,41,0,0,2
dimensionality reduction ,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,571,4,9232,0,4,0,0,0,0,1,0
dimensionality reduction ,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,341,0,1210,0,0,0,0,0,0,0,0
dimensionality reduction ,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,342,3,7505,0,2,0,1,0,0,0,0
dimensionality reduction ,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,323,13,15602,0,0,0,0,7,0,0,1
bellman equation ,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,385,0,15868,0,8,0,0,0,0,1,1
bellman equation ,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,560,0,12446,2,6,5,0,1,0,2,1
bellman equation ,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,323,0,12256,0,3,0,1,1,0,0,1
bellman equation ,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,389,0,1602,0,2,0,0,0,0,0,0
combinatorial optimization ,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,397,6,5819,0,3,0,2,0,0,0,0
combinatorial optimization ,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0,0,0,1
combinatorial optimization ,3,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1045,0,2292,0,0,0,0,0,0,0,0
combinatorial optimization ,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,343,2,13721,0,0,2,22,1,0,0,1
combinatorial optimization ,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,342,11,25195,0,7,4,17,4,0,3,1
combinatorial optimization ,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,310,1,5442,0,0,0,3,0,0,7,0
combinatorial optimization ,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,386,2,3188,0,0,0,0,0,0,1,0
combinatorial optimization ,8,0,1,0,0,0,0,0,0,1,1,1,0,0,0,920,0,7270,0,0,0,0,1,0,0,0
combinatorial optimization ,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,683,5,12412,0,0,2,0,2,0,0,1
combinatorial optimization ,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,365,10,40530,0,0,0,8,0,0,0,1
cryptography ,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,748,42,47890,0,17,0,117,7,0,1,2
cryptography ,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,304,3,3863,0,0,0,5,2,0,0,0
cryptography ,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,325,3,7129,0,2,0,10,0,2,0,0
cryptography ,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1305,11,8659,0,1,0,22,1,0,0,0
cryptography ,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,333,2,6293,0,1,0,11,0,0,1,0
cryptography ,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,336,8,4684,0,0,0,15,2,1,0,0
cryptography ,7,0,0,1,0,1,0,0,0,0,0,0,0,1,0,340,8,11129,0,4,0,17,2,0,0,1
cryptography ,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,330,0,234,0,0,0,0,0,0,0,0
cryptography ,9,0,0,0,1,1,0,0,0,0,0,0,0,1,0,772,6,1688,0,1,0,13,1,0,0,0
cryptography ,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,318,0,4782,0,1,0,1,1,0,0,0
robot,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,733,287,58140,0,8,2,0,4,0,5,1
robot,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,603,25,6180,0,0,0,0,0,0,0,0
robot,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,280,2,200,0,0,0,0,0,0,0,0
robot,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,304,4,5068,0,0,0,0,0,0,1,0
robot,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,346,3,2933,0,0,0,0,0,0,0,0
robot,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1055,1,1783,0,0,0,0,0,0,0,0
robot,7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1075,0,0,0,0,0,0,0,0,0,0
robot,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,300,0,80,0,0,0,0,0,0,0,0
robot,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0
robot,10,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1236,37,21316,0,0,0,0,0,0,0,0
unsupervised learning ,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0
unsupervised learning ,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,342,13,8470,0,5,0,0,0,0,0,0
unsupervised learning ,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,392,7,8189,1,7,1,1,0,0,0,0
unsupervised learning ,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,417,4,9246,1,3,1,0,1,0,0,0
unsupervised learning ,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,643,5,12315,0,4,0,1,1,0,0,1
unsupervised learning ,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,336,1,5775,0,4,0,0,0,0,0,0
unsupervised learning ,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,328,2,3394,0,0,0,0,0,0,0,0
unsupervised learning ,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,307,22,55539,0,29,0,1,3,1,8,2
unsupervised learning ,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,326,8,3666,1,0,0,0,0,0,0,0
unsupervised learning ,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,494,0,3527,0,3,0,0,1,0,0,0
numerical analysis ,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,627,0,0,0,0,0,0,0,0,0,0
numerical analysis ,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,384,5,17962,0,4,8,0,3,0,2,1
numerical analysis ,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,532,10,5725,0,1,1,3,0,0,0,0
numerical analysis ,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,552,7,10627,0,4,2,0,0,0,0,0
numerical analysis ,5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,400,0,2565,0,0,0,0,0,0,0,0
numerical analysis ,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,308,0,0,0,0,0,0,0,0,0,0
numerical analysis ,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,792,0,1474,0,0,0,0,1,0,0,0
numerical analysis ,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,344,10,31032,0,5,2,5,5,3,3,1
numerical analysis ,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,328,2,1994,0,0,0,0,0,1,0,0
numerical analysis ,10,1,0,1,0,0,1,0,0,0,0,0,0,0,0,590,0,25,0,0,0,0,0,0,0,0
bellman equation ,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,602,2,3536,1,1,1,0,0,0,0,0
bellman equation ,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,348,0,30191,0,12,4,2,0,0,2,1
numerical analysis ,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1097,18,9463,32,24,16,40,3,29,0,0
numerical analysis ,2,1,0,0,1,0,0,0,0,0,1,1,0,1,1,821,42,1638,26,25,31,25,10,24,2,0
numerical analysis ,3,1,0,0,0,0,0,1,1,1,0,0,0,0,0,665,12,1244,71,53,40,37,5,8,5,0
numerical analysis ,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,854,15,3086,0,7,1,5,0,8,29,0
numerical analysis ,5,0,0,1,0,0,0,0,1,1,0,0,0,0,0,213,8,6535,8,0,28,0,0,0,30,0
numerical analysis ,6,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1268,2,7222,0,15,8,0,6,0,25,0
numerical analysis ,7,0,0,0,0,0,0,0,0,0,1,1,0,0,1,763,13,3718,1,0,10,0,24,0,14,0
numerical analysis ,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,423,2,0,0,0,0,1,0,0,2,0
numerical analysis ,9,1,0,1,0,0,0,1,0,0,0,1,0,1,0,454,16,9357,20,0,18,4,18,6,34,0
numerical analysis ,10,0,0,0,0,0,0,0,0,0,1,1,0,1,0,254,4,5375,0,0,4,0,7,0,0,0
genetic algorithm ,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,590,0,1714,9,0,5,0,0,0,0,0
genetic algorithm ,2,1,0,0,1,0,0,0,0,0,0,1,1,0,0,325,0,786,1,4,2,2,2,3,0,0
genetic algorithm ,3,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1273,0,5093,7,0,17,15,0,3,5,0
genetic algorithm ,4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,688,0,6319,2,0,0,6,10,0,0,0
genetic algorithm ,5,1,0,0,1,0,0,0,1,1,0,1,1,0,0,315,0,952,0,0,0,0,0,0,7,0
genetic algorithm ,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,727,0,4291,2,0,0,5,0,4,9,0
genetic algorithm ,7,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1048,0,4934,9,0,0,7,0,0,0,0
genetic algorithm ,8,1,0,0,1,0,0,0,1,1,1,1,1,0,0,682,0,3733,7,7,7,0,0,10,0,0
genetic algorithm ,9,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1224,0,6466,9,0,8,5,0,0,12,0
genetic algorithm ,10,0,0,0,0,0,0,0,1,1,1,1,1,0,0,540,0,4004,0,0,2,16,8,0,7,0
splitting method,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,818,53,14519,0,0,0,9,11,14,2,1
splitting method,2,1,0,0,1,0,0,0,1,1,0,0,0,0,0,651,139,3147,17,0,0,13,0,12,5,0
splitting method,3,1,0,0,0,1,0,0,1,1,1,0,0,0,0,269,2,35001,0,0,15,8,7,13,10,2
splitting method,4,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1206,19,1943,0,8,0,0,0,4,0,0
splitting method,5,1,0,0,1,0,0,0,1,1,0,0,0,0,0,594,27,6036,4,0,0,0,0,0,4,0
splitting method,6,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1199,0,0,0,2,0,0,2,0,0,0
splitting method,7,1,0,0,0,0,0,1,0,1,0,0,0,0,0,807,13,4204,0,0,0,9,0,0,8,0
splitting method,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,368,3,6595,0,0,0,0,8,0,0,0
splitting method,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094,0,8682,5,5,0,0,1,0,2,0
splitting method,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,398,40,1898,3,1,0,2,0,0,0,0
splitting method,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1051,0,2240,0,0,0,0,0,2,4,0
splitting method,2,1,0,0,1,0,0,0,1,1,0,0,0,0,0,762,49,32562,15,0,0,0,5,19,6,2
splitting method,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,832,32,34622,0,6,0,0,5,8,6,2
splitting method,4,1,0,0,0,1,0,0,1,1,1,0,0,0,0,781,2,4592,8,9,0,0,0,0,2,0
splitting method,5,1,0,0,0,0,0,1,1,1,0,0,0,0,0,758,6,39591,0,0,8,0,10,15,15,2
splitting method,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1178,42,1874,0,0,0,0,0,2,4,0
splitting method,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1160,0,537,0,4,0,0,0,0,0,0
splitting method,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1058,152,49239,3,0,23,0,1,32,12,2
splitting method,9,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1235,20,2185,4,0,0,0,0,9,0,0
splitting method,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,246,0,3280,0,4,0,0,0,0,2,0
coding theory,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,886,15,5842,0,0,0,1,5,0,0,0
coding theory,2,1,0,0,1,0,0,0,1,0,1,1,1,1,0,815,29,4500,0,0,0,1,0,0,0,0
coding theory,3,1,0,0,0,0,0,1,1,1,0,1,1,0,0,611,1,902,0,0,9,0,0,0,0,0
coding theory,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1024,18,0,0,0,0,0,0,0,0,0
coding theory,5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,227,8,2784,0,0,0,0,4,0,0,0
coding theory,6,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1229,2,31977,1,0,14,9,1,1,1,2
coding theory,7,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1045,10,3766,0,0,1,0,0,0,0,0
coding theory,8,0,0,1,0,0,0,0,1,1,0,0,0,0,0,572,9,668,0,0,3,0,4,0,5,0
coding theory,9,1,0,0,0,0,0,1,1,1,1,0,0,0,0,227,21,4713,0,2,0,0,5,4,0,0
coding theory,10,1,0,0,0,0,0,1,1,1,0,0,0,0,0,947,20,4188,0,4,4,0,4,6,0,0
coding theory,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,396,5,754,0,0,0,0,0,0,3,0
coding theory,2,1,0,1,0,0,0,1,1,1,0,0,0,0,0,854,0,19564,0,3,0,5,2,17,4,1
coding theory,3,1,0,0,1,0,0,0,0,0,0,1,0,1,0,667,7,1190,0,0,3,0,0,1,2,0
coding theory,4,1,0,0,0,0,1,0,1,1,0,1,0,1,0,403,27,3924,7,2,0,0,0,6,0,0
coding theory,5,0,0,1,0,0,0,0,1,1,0,0,0,0,0,424,11,4064,0,2,2,4,2,4,1,0
coding theory,6,1,0,0,0,0,0,1,1,0,1,1,1,0,0,702,3,4976,2,1,2,1,0,4,0,0
coding theory,7,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1294,0,8229,0,1,7,2,0,1,0,0
coding theory,8,1,0,0,1,0,0,0,1,1,0,0,0,0,0,356,9,31643,0,2,1,18,12,4,4,2
coding theory,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,693,3,14783,11,0,0,2,7,18,10,2
coding theory,10,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1175,5,6967,0,0,0,1,1,0,6,0
public-key cryptography,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,538,4,3522,9,3,6,6,6,4,1,0
public-key cryptography,2,1,0,0,0,1,0,0,0,0,0,1,1,0,0,992,5,3524,0,0,0,0,0,1,0,0
public-key cryptography,3,1,0,0,1,0,0,0,0,0,0,1,1,0,0,326,1,5014,8,0,1,0,5,0,11,0
public-key cryptography,4,1,0,0,0,0,0,1,0,0,0,1,1,0,0,242,2,243,0,3,0,1,0,1,0,2
